contest_id	in_contest_id	name	type	points	rating	tags
1428	D	Bouncing Boomerangs	PROGRAMMING	1500.0	1900	constructive algorithms/greedy/implementation
1430	F	Realistic Gameplay	PROGRAMMING	-1	2600	dp/greedy
1430	E	String Reversal	PROGRAMMING	-1	1900	data structures/greedy/strings
1430	D	String Deletion	PROGRAMMING	-1	1700	binary search/data structures/greedy/two pointers
1430	C	Numbers on Whiteboard	PROGRAMMING	-1	1000	constructive algorithms/data structures/greedy/implementation/math
1430	B	Barrels	PROGRAMMING	-1	800	greedy/implementation/sortings
1427	F	Boring Card Game	PROGRAMMING	2250.0	3200	data structures/greedy/trees
1427	B	Chess Cheater	PROGRAMMING	750.0	1400	greedy/implementation/sortings
1422	E	Minlexes	PROGRAMMING	2000.0	2700	dp/greedy/implementation/strings
1422	B	Nice Matrix	PROGRAMMING	750.0	1300	greedy/implementation/math
1408	H	Rainbow Triples	PROGRAMMING	3750.0	3300	binary search/data structures/flows/greedy
1408	E	Avoid Rainbow Cycles	PROGRAMMING	2500.0	2400	data structures/dsu/graphs/greedy/sortings/trees
1408	B	Arrays Sum	PROGRAMMING	1000.0	1400	constructive algorithms/greedy/math
1426	E	Rock, Paper, Scissors	PROGRAMMING	-1	1800	brute force/constructive algorithms/flows/greedy/math
1426	D	Non-zero Segments	PROGRAMMING	-1	1500	constructive algorithms/data structures/greedy/sortings
1417	B	Two Arrays	PROGRAMMING	1000.0	1100	greedy/math/sortings
1417	A	Copy-paste	PROGRAMMING	500.0	800	greedy/math
1416	F	Showing Off	PROGRAMMING	2750.0	3300	flows/graph matchings/greedy/implementation
1416	E	Split	PROGRAMMING	2250.0	3200	binary search/data structures/dp/greedy
1416	C	XOR Inverse	PROGRAMMING	1250.0	2000	bitmasks/data structures/divide and conquer/dp/greedy/math/sortings/strings/trees
1416	B	Make Them Equal	PROGRAMMING	1000.0	2000	constructive algorithms/greedy/math
1425	E	Excitation of Atoms	PROGRAMMING	-1	2200	greedy/implementation
1425	A	Arena of Greed	PROGRAMMING	-1	1400	games/greedy
1420	E	Battle Lemmings	PROGRAMMING	3000.0	2500	dp/greedy
1420	C2	Pokémon Army (hard version)	PROGRAMMING	1250.0	2100	data structures/divide and conquer/dp/greedy/implementation
1420	C1	Pokémon Army (easy version)	PROGRAMMING	1000.0	1300	constructive algorithms/dp/greedy
1419	D2	Sage's Birthday (hard version)	PROGRAMMING	1000.0	1500	binary search/brute force/constructive algorithms/greedy/sortings/two pointers
1419	D1	Sage's Birthday (easy version)	PROGRAMMING	750.0	1000	binary search/constructive algorithms/greedy/sortings
1419	C	Killjoy	PROGRAMMING	1250.0	1500	greedy/implementation/math
1419	B	Stairs	PROGRAMMING	750.0	1200	brute force/constructive algorithms/greedy/implementation/math
1419	A	Digit Game	PROGRAMMING	500.0	900	games/greedy/implementation
1418	C	Mortal Kombat Tower	PROGRAMMING	-1	1500	dp/graphs/greedy/shortest paths
1418	B	Negative Prefixes	PROGRAMMING	-1	1300	greedy/sortings
1406	B	Maximum Product	PROGRAMMING	1000.0	1200	brute force/dp/greedy/implementation/sortings
1406	D	Three Sequences	PROGRAMMING	2000.0	2200	constructive algorithms/data structures/greedy/math
1406	A	Subset Mex	PROGRAMMING	500.0	900	greedy/implementation/math
1407	E	Egor in the Republic of Dagestan	PROGRAMMING	2500.0	2500	constructive algorithms/dfs and similar/dp/graphs/greedy/shortest paths
1407	B	Big Vova	PROGRAMMING	1000.0	1300	brute force/greedy/math/number theory
1404	C	Fixed Point Removal	PROGRAMMING	1500.0	2300	binary search/constructive algorithms/data structures/greedy/two pointers
1409	D	Decrease the Sum of Digits	PROGRAMMING	-1	1500	greedy/math
1409	B	Minimum Product	PROGRAMMING	-1	1100	brute force/greedy/math
1409	A	Yet Another Two Integers Problem	PROGRAMMING	-1	800	greedy/math
1397	A	Juggling Letters	PROGRAMMING	500.0	800	greedy/strings
1396	C	Monster Invaders	PROGRAMMING	1750.0	2300	dp/greedy/implementation
1396	B	Stoned Game	PROGRAMMING	1000.0	1800	brute force/constructive algorithms/games/greedy
1396	A	Multiples of Length	PROGRAMMING	500.0	1600	constructive algorithms/greedy/number theory
1400	E	Clear the Multiset	PROGRAMMING	-1	2200	data structures/divide and conquer/dp/greedy
1400	C	Binary String Reconstruction	PROGRAMMING	-1	1500	2-sat/brute force/constructive algorithms/greedy
1400	B	RPG Protagonist	PROGRAMMING	-1	1700	brute force/greedy/math
1401	D	Maximum Distributed Tree	PROGRAMMING	1750.0	1800	dfs and similar/dp/greedy/implementation/math/number theory/sortings/trees
1401	B	Ternary Sequence	PROGRAMMING	1000.0	1100	constructive algorithms/greedy/math
1392	F	Omkar and Landslide	PROGRAMMING	2500.0	2400	binary search/constructive algorithms/data structures/greedy/math
1392	D	Omkar and Bed Wars	PROGRAMMING	1500.0	1700	dp/greedy
1392	C	Omkar and Waterslide	PROGRAMMING	1000.0	1200	greedy/implementation
1392	A	Omkar and Password	PROGRAMMING	500.0	800	greedy/math
1398	F	Controversial Rounds	PROGRAMMING	-1	2500	binary search/data structures/dp/greedy/two pointers
1398	E	Two Types of Spells	PROGRAMMING	-1	2200	binary search/data structures/greedy/implementation/math/sortings
1398	D	Colored Rectangles	PROGRAMMING	-1	1800	dp/greedy/sortings
1398	B	Substring Removal Game	PROGRAMMING	-1	800	games/greedy/sortings
1395	C	Boboniu and Bit Operations	PROGRAMMING	1000.0	1600	bitmasks/brute force/dp/greedy
1394	D	Boboniu and Jianghu	PROGRAMMING	1750.0	2800	dp/greedy/sortings/trees
1394	A	Boboniu Chats with Du	PROGRAMMING	500.0	1800	dp/greedy/sortings/two pointers
1391	E	Pairs of Pairs	PROGRAMMING	2750.0	2600	constructive algorithms/dfs and similar/graphs/greedy/trees
1391	D	505	PROGRAMMING	2000.0	2000	bitmasks/brute force/constructive algorithms/dp/greedy/implementation
1391	B	Fix You	PROGRAMMING	750.0	800	brute force/greedy/implementation
1393	C	Pinkie Pie Eats Patty-cakes	PROGRAMMING	1500.0	1700	constructive algorithms/greedy/math/sortings
1393	B	Applejack and Storages	PROGRAMMING	1000.0	1400	constructive algorithms/data structures/greedy/implementation
1393	A	Rainbow Dash, Fluttershy and Chess Coloring	PROGRAMMING	500.0	800	greedy/math
1399	E2	Weights Division (hard version)	PROGRAMMING	-1	2200	binary search/dfs and similar/greedy/sortings/trees/two pointers
1399	E1	Weights Division (easy version)	PROGRAMMING	-1	2000	data structures/dfs and similar/greedy/trees
1399	D	Binary String To Subsequences	PROGRAMMING	-1	1500	constructive algorithms/data structures/greedy/implementation
1399	C	Boats Competition	PROGRAMMING	-1	1200	brute force/greedy/two pointers
1399	B	Gifts Fixing	PROGRAMMING	-1	800	greedy
1399	A	Remove Smallest	PROGRAMMING	-1	800	greedy/sortings
1388	D	Captain Flint and Treasure	PROGRAMMING	2000.0	2000	data structures/dfs and similar/graphs/greedy/implementation/trees
1388	C	Uncle Bogdan and Country Happiness	PROGRAMMING	1500.0	1800	dfs and similar/greedy/math/trees
1388	B	Captain Flint and a Long Voyage	PROGRAMMING	1000.0	1000	greedy/math
1388	A	Captain Flint and Crew Recruitment	PROGRAMMING	750.0	800	brute force/greedy/math/number theory
1389	D	Segment Intersections	PROGRAMMING	-1	2100	brute force/greedy/implementation/math
1389	C	Good String	PROGRAMMING	-1	1500	brute force/dp/greedy/two pointers
1389	B	Array Walk	PROGRAMMING	-1	1600	brute force/dp/greedy
1389	A	LCM Problem	PROGRAMMING	-1	800	constructive algorithms/greedy/math/number theory
1384	B2	Koa and the Beach (Hard Version)	PROGRAMMING	750.0	2200	constructive algorithms/dp/greedy/implementation
1384	B1	Koa and the Beach (Easy Version)	PROGRAMMING	500.0	1900	brute force/dp/greedy
1384	A	Common Prefixes	PROGRAMMING	500.0	1200	constructive algorithms/greedy/strings
1383	D	Rearrange	PROGRAMMING	1750.0	2800	brute force/constructive algorithms/graphs/greedy/sortings
1383	B	GameGame	PROGRAMMING	1000.0	1900	bitmasks/constructive algorithms/dp/games/greedy/math
1383	A	String Transformation 1	PROGRAMMING	1000.0	1700	dsu/graphs/greedy/sortings/strings/trees/two pointers
1387	B1	Village (Minimum)	PROGRAMMING	-1	2100	*special/dp/greedy/trees
1379	C	Choosing flowers	PROGRAMMING	1250.0	2000	binary search/brute force/data structures/dfs and similar/dp/greedy/sortings/two pointers
1385	F	Removing Leaves	PROGRAMMING	-1	2300	data structures/greedy/implementation/trees
1385	C	Make It Good	PROGRAMMING	-1	1200	greedy
1385	B	Restore the Permutation by Merger	PROGRAMMING	-1	800	greedy
1381	D	The Majestic Brown Tree Snake	PROGRAMMING	2500.0	3000	dfs and similar/dp/greedy/trees/two pointers
1381	C	Mastermind	PROGRAMMING	2000.0	2500	constructive algorithms/graph matchings/greedy/implementation/sortings/two pointers
1380	G	Circular Dungeon	PROGRAMMING	-1	2600	greedy/math/probabilities
1380	D	Berserk And Fireball	PROGRAMMING	-1	2000	constructive algorithms/greedy/implementation/math/two pointers
1380	C	Create The Teams	PROGRAMMING	-1	1400	brute force/dp/greedy/implementation/sortings
1380	B	Universal Solution	PROGRAMMING	-1	1400	greedy
1372	E	Omkar and Last Floor	PROGRAMMING	2500.0	2900	dp/greedy/two pointers
1372	D	Omkar and Circle	PROGRAMMING	2000.0	2100	brute force/dp/games/greedy
1372	B	Omkar and Last Class of Math	PROGRAMMING	1000.0	1300	greedy/math/number theory
1375	E	Inversion SwapSort	PROGRAMMING	2000.0	2500	constructive algorithms/greedy/sortings
1375	C	Element Extermination	PROGRAMMING	1500.0	1400	constructive algorithms/data structures/greedy
1375	B	Neighbor Grid	PROGRAMMING	750.0	1200	constructive algorithms/greedy
1374	E2	Reading Books (hard version)	PROGRAMMING	-1	2500	data structures/greedy/implementation/sortings/ternary search/two pointers
1374	E1	Reading Books (easy version)	PROGRAMMING	-1	1600	data structures/greedy/sortings
1374	C	Move Brackets	PROGRAMMING	-1	1000	greedy/strings
1371	D	Grid-00100	PROGRAMMING	1500.0	1600	constructive algorithms/greedy/implementation
1371	C	A Cookie for You	PROGRAMMING	1250.0	1300	greedy/implementation/math
1373	G	Pawns	PROGRAMMING	-1	2600	data structures/divide and conquer/greedy
1373	F	Network Coverage	PROGRAMMING	-1	2400	binary search/constructive algorithms/data structures/greedy
1373	E	Sum of Digits	PROGRAMMING	-1	2200	brute force/constructive algorithms/dp/greedy
1373	D	Maximum Sum on Even Positions	PROGRAMMING	-1	1600	divide and conquer/dp/greedy/implementation
1373	A	Donut Shops	PROGRAMMING	-1	1000	greedy/implementation/math
1370	E	Binary Subsequence Rotation	PROGRAMMING	2500.0	2100	binary search/constructive algorithms/data structures/greedy
1370	D	Odd-Even Subsequence	PROGRAMMING	2000.0	2000	binary search/dp/dsu/greedy/implementation
1370	A	Maximum GCD	PROGRAMMING	500.0	800	greedy/implementation/math/number theory
1368	H1	Breadboard Capacity (easy version)	PROGRAMMING	3000.0	3300	dp/flows/greedy
1368	E	Ski Accidents	PROGRAMMING	2500.0	2500	constructive algorithms/graphs/greedy
1368	D	AND, OR and square sum	PROGRAMMING	1750.0	1700	bitmasks/greedy/math
1368	B	Codeforces Subsequences	PROGRAMMING	1000.0	1500	brute force/constructive algorithms/greedy/math/strings
1368	A	C+=	PROGRAMMING	500.0	800	brute force/greedy/implementation/math
1369	E	DeadLee	PROGRAMMING	2500.0	2400	data structures/dfs and similar/greedy/implementation/sortings
1369	D	TediousLee	PROGRAMMING	2000.0	1900	dp/graphs/greedy/math/trees
1369	C	RationalLee	PROGRAMMING	1500.0	1400	greedy/math/sortings/two pointers
1369	B	AccurateLee	PROGRAMMING	1000.0	1200	greedy/implementation/strings
1367	F2	Flying Sort (Hard Version)	PROGRAMMING	-1	2400	binary search/data structures/dp/greedy/sortings/two pointers
1367	F1	Flying Sort (Easy Version)	PROGRAMMING	-1	2100	dp/greedy/two pointers
1367	E	Necklace Assembly	PROGRAMMING	-1	1900	brute force/dfs and similar/dp/graphs/greedy/number theory
1367	D	Task On The Board	PROGRAMMING	-1	1800	constructive algorithms/greedy/implementation/sortings
1367	C	Social Distance	PROGRAMMING	-1	1300	constructive algorithms/greedy/math
1367	B	Even Array	PROGRAMMING	-1	800	greedy/math
1364	D	Ehab's Last Corollary	PROGRAMMING	2000.0	2100	constructive algorithms/dfs and similar/graphs/greedy/implementation/trees
1364	C	Ehab and Prefix MEXs	PROGRAMMING	1500.0	1600	brute force/constructive algorithms/greedy
1364	B	Most socially-distanced subsequence	PROGRAMMING	1000.0	1300	greedy/two pointers
1366	C	Palindromic Paths	PROGRAMMING	-1	1500	greedy/math
1366	A	Shovels and Swords	PROGRAMMING	-1	1100	binary search/greedy/math
1365	D	Solve The Maze	PROGRAMMING	1500.0	1700	constructive algorithms/dfs and similar/dsu/graphs/greedy/implementation/shortest paths
1365	C	Rotation Matching	PROGRAMMING	1250.0	1400	constructive algorithms/data structures/greedy/implementation
1365	A	Matrix Game	PROGRAMMING	500.0	1100	games/greedy/implementation
1361	D	Johnny and James	PROGRAMMING	2500.0	2900	greedy/implementation/math/trees
1361	B	Johnny and Grandmaster	PROGRAMMING	1250.0	1900	greedy/implementation/math/sortings
1361	A	Johnny and Contribution	PROGRAMMING	500.0	1700	constructive algorithms/graphs/greedy/sortings
1362	C	Johnny and Another Rating Drop	PROGRAMMING	1500.0	1400	bitmasks/greedy/math
1363	E	Tree Shuffling	PROGRAMMING	2250.0	2000	dfs and similar/dp/greedy/trees
1346	F	Dune II: Battle For Arrakis	PROGRAMMING	-1	2000	*special/data structures/greedy/math
1346	D	Constructing the Dungeon	PROGRAMMING	-1	1600	*special/graphs/greedy
1346	C	Spring Cleaning	PROGRAMMING	-1	1600	*special/greedy/sortings
1346	B	Boot Camp	PROGRAMMING	-1	1400	*special/greedy
1359	B	New Theatre Square	PROGRAMMING	-1	1000	brute force/dp/greedy/implementation/two pointers
1359	A	Berland Poker	PROGRAMMING	-1	1000	brute force/greedy/math
1358	F	Tasty Cookie	PROGRAMMING	2500.0	2700	binary search/constructive algorithms/greedy/implementation
1358	E	Are You Fired?	PROGRAMMING	2000.0	2400	constructive algorithms/data structures/greedy/implementation
1358	D	The Best Vacation	PROGRAMMING	1500.0	1900	binary search/brute force/greedy/implementation/two pointers
1358	B	Maria Breaks the Self-isolation	PROGRAMMING	750.0	1000	greedy/sortings
1358	A	Park Lighting	PROGRAMMING	500.0	800	greedy/math
1360	G	A/B Matrix	PROGRAMMING	-1	1900	constructive algorithms/greedy/math
1360	C	Similar Pairs	PROGRAMMING	-1	1100	constructive algorithms/graph matchings/greedy/sortings
1360	B	Honest Coach	PROGRAMMING	-1	800	greedy/sortings
1360	A	Minimal Square	PROGRAMMING	-1	800	greedy/math
1354	F	Summoning Minions	PROGRAMMING	-1	2500	constructive algorithms/dp/flows/graph matchings/greedy/sortings
1355	E	Restorer Distance	PROGRAMMING	2000.0	2100	binary search/greedy/math/sortings/ternary search
1355	B	Young Explorers	PROGRAMMING	750.0	1200	dp/greedy/sortings
1353	E	K-periodic Garland	PROGRAMMING	-1	1900	brute force/dp/greedy
1353	B	Two Arrays And Swaps	PROGRAMMING	-1	800	greedy/sortings
1353	A	Most Unstable Array	PROGRAMMING	-1	800	constructive algorithms/greedy/math
1349	E	Slime and Hats	PROGRAMMING	2500.0	3500	constructive algorithms/dp/greedy
1349	B	Orac and Medians	PROGRAMMING	1250.0	2000	constructive algorithms/greedy/math
1348	F	Phoenix and Memory	PROGRAMMING	3000.0	2600	data structures/dfs and similar/graphs/greedy
1348	E	Phoenix and Berries	PROGRAMMING	2500.0	2400	brute force/dp/greedy/math
1348	D	Phoenix and Science	PROGRAMMING	2000.0	1900	binary search/constructive algorithms/greedy/implementation/math
1348	C	Phoenix and Distribution	PROGRAMMING	1500.0	1600	constructive algorithms/greedy/sortings/strings
1348	B	Phoenix and Beauty	PROGRAMMING	1000.0	1400	constructive algorithms/data structures/greedy/sortings
1348	A	Phoenix and Balance	PROGRAMMING	500.0	800	greedy/math
1342	D	Multiple Testcases	PROGRAMMING	-1	1900	binary search/constructive algorithms/data structures/greedy/sortings/two pointers
1342	A	Road To Zero	PROGRAMMING	-1	1000	greedy/math
1344	D	Résumé Review	PROGRAMMING	1750.0	2700	binary search/greedy/math
1343	E	Weights Distributing	PROGRAMMING	-1	2100	brute force/graphs/greedy/shortest paths/sortings
1343	F	Restore the Permutation by Sorted Segments	PROGRAMMING	-1	2400	brute force/constructive algorithms/data structures/greedy/implementation
1343	D	Constant Palindrome Sum	PROGRAMMING	-1	1700	brute force/data structures/greedy/two pointers
1343	C	Alternating Subsequence	PROGRAMMING	-1	1200	dp/greedy/two pointers
1340	B	Nastya and Scoreboard	PROGRAMMING	750.0	1700	bitmasks/dp/graphs/greedy
1340	A	Nastya and Strange Generator	PROGRAMMING	500.0	1500	brute force/data structures/greedy/implementation
1341	B	Nastya and Door	PROGRAMMING	1000.0	1300	greedy/implementation
1337	B	Kana and Dragon Quest game	PROGRAMMING	1000.0	900	greedy/implementation/math
1336	B	Xenia and Colorful Gems	PROGRAMMING	750.0	1700	binary search/greedy/math/sortings/two pointers
1336	A	Linova and Kingdom	PROGRAMMING	500.0	1600	dfs and similar/dp/greedy/sortings/trees
1335	F	Robots on a Grid	PROGRAMMING	-1	2200	data structures/dfs and similar/dsu/graphs/greedy/matrices
1335	C	Two Teams Composing	PROGRAMMING	-1	1100	binary search/greedy/implementation/sortings
1334	F	Strange Function	PROGRAMMING	-1	2500	binary search/data structures/dp/greedy
1334	E	Divisor Paths	PROGRAMMING	-1	2200	combinatorics/graphs/greedy/math/number theory
1334	D	Minimum Euler Cycle	PROGRAMMING	-1	1800	constructive algorithms/graphs/greedy/implementation
1334	C	Circle of Monsters	PROGRAMMING	-1	1600	brute force/constructive algorithms/greedy/math
1334	B	Middle Class	PROGRAMMING	-1	1100	greedy/sortings
1338	B	Edge Weight Assignment	PROGRAMMING	1000.0	1800	bitmasks/constructive algorithms/dfs and similar/greedy/math/trees
1338	A	Powered Addition	PROGRAMMING	500.0	1500	greedy/math
1333	F	Kate and imperfection	PROGRAMMING	2500.0	2200	greedy/implementation/math/number theory/sortings/two pointers
1333	D	Challenges in school №41	PROGRAMMING	1750.0	2100	brute force/constructive algorithms/games/graphs/greedy/implementation/sortings
1333	B	Kind Anton	PROGRAMMING	750.0	1100	greedy/implementation
1329	E	Dreamoon Loves AA	PROGRAMMING	2500.0	3300	binary search/greedy
1329	C	Drazil Likes Heap	PROGRAMMING	1500.0	2400	constructive algorithms/data structures/greedy/implementation
1329	A	Dreamoon Likes Coloring	PROGRAMMING	500.0	1800	constructive algorithms/greedy/implementation/math
1332	C	K-Complete Word	PROGRAMMING	1250.0	1500	dfs and similar/dsu/greedy/implementation/strings
1332	B	Composite Coloring	PROGRAMMING	1000.0	1400	brute force/constructive algorithms/greedy/math/number theory
1332	A	Exercising Walk	PROGRAMMING	500.0	1100	greedy/implementation/math
1328	F	Make k Equal	PROGRAMMING	-1	2200	greedy
1328	D	Carousel	PROGRAMMING	-1	1800	constructive algorithms/dp/graphs/greedy/math
1328	C	Ternary XOR	PROGRAMMING	-1	1200	greedy/implementation
1327	B	Princesses and Princes	PROGRAMMING	-1	1200	brute force/graphs/greedy
1326	D2	Prefix-Suffix Palindrome (Hard version)	PROGRAMMING	1000.0	1800	binary search/greedy/hashing/string suffix structures/strings
1326	C	Permutation Partitions	PROGRAMMING	1000.0	1300	combinatorics/greedy/math
1325	F	Ehab's Last Theorem	PROGRAMMING	2750.0	2500	constructive algorithms/dfs and similar/graphs/greedy
1325	D	Ehab the Xorcist	PROGRAMMING	1750.0	1700	bitmasks/constructive algorithms/greedy/number theory
1325	C	Ehab and Path-etic MEXs	PROGRAMMING	1250.0	1500	constructive algorithms/dfs and similar/greedy/trees
1325	B	CopyCopyCopyCopyCopy	PROGRAMMING	750.0	800	greedy/implementation
1325	A	EhAb AnD gCd	PROGRAMMING	500.0	800	constructive algorithms/greedy/number theory
1324	C	Frog Jumps	PROGRAMMING	-1	1100	binary search/data structures/dfs and similar/greedy/implementation
1312	E	Array Shrinking	PROGRAMMING	-1	2100	dp/greedy
1312	C	Adding Powers	PROGRAMMING	-1	1400	bitmasks/greedy/implementation/math/number theory/ternary search
1312	A	Two Regular Polygons	PROGRAMMING	-1	800	geometry/greedy/math/number theory
1323	B	Count Subrectangles	PROGRAMMING	1000.0	1500	binary search/greedy/implementation
1323	A	Even Subset Sum Problem	PROGRAMMING	500.0	800	brute force/dp/greedy/implementation
1322	A	Unusual Competitions	PROGRAMMING	500.0	1300	greedy
1316	E	Team Building	PROGRAMMING	2250.0	2300	bitmasks/dp/greedy/sortings
1305	H	Kuroni the Private Tutor	PROGRAMMING	4000.0	3500	binary search/greedy
1305	E	Kuroni and the Score Distribution	PROGRAMMING	2000.0	2200	constructive algorithms/greedy/implementation/math
1305	B	Kuroni and Simple Strings	PROGRAMMING	1000.0	1200	constructive algorithms/greedy/strings/two pointers
1305	A	Kuroni and the Gifts	PROGRAMMING	500.0	800	brute force/constructive algorithms/greedy/sortings
1321	C	Remove Adjacent	PROGRAMMING	1250.0	1600	brute force/constructive algorithms/greedy/strings
1321	A	Contest for Robots	PROGRAMMING	500.0	900	greedy
1320	A	Journey Planning	PROGRAMMING	500.0	1400	data structures/dp/greedy/math/sortings
1297	F	Movie Fan	PROGRAMMING	-1	-1	*special/data structures/greedy/implementation/sortings
1297	D	Bonus Distribution 	PROGRAMMING	-1	-1	*special/binary search/greedy/sortings
1297	C	Dream Team	PROGRAMMING	-1	-1	*special/greedy
1311	A	Add Odd or Subtract Even	PROGRAMMING	-1	800	greedy/implementation/math
1315	C	Restoring Permutation	PROGRAMMING	1500.0	1200	greedy
1315	B	Homecoming	PROGRAMMING	1000.0	1300	binary search/dp/greedy/strings
1310	A	Recommendations	PROGRAMMING	500.0	1700	data structures/greedy/sortings
1313	C2	Skyscrapers (hard version)	PROGRAMMING	1000.0	1900	data structures/dp/greedy
1313	C1	Skyscrapers (easy version)	PROGRAMMING	1000.0	1500	brute force/data structures/dp/greedy
1313	B	Different Rules	PROGRAMMING	1000.0	1700	constructive algorithms/greedy/implementation/math
1313	A	Fast Food Restaurant	PROGRAMMING	500.0	900	brute force/greedy/implementation
1307	E	Cow and Treats	PROGRAMMING	2500.0	2500	binary search/combinatorics/dp/greedy/implementation/math
1307	D	Cow and Fields	PROGRAMMING	2000.0	1900	binary search/data structures/dfs and similar/graphs/greedy/shortest paths/sortings
1307	B	Cow and Friend	PROGRAMMING	1000.0	1300	geometry/greedy/math
1307	A	Cow and Haybales	PROGRAMMING	500.0	800	greedy/implementation
1304	F2	Animal Observation (hard version)	PROGRAMMING	1000.0	2400	data structures/dp/greedy
1304	D	Shortest and Longest LIS	PROGRAMMING	1750.0	1800	constructive algorithms/graphs/greedy/two pointers
1304	C	Air Conditioner	PROGRAMMING	1500.0	1500	dp/greedy/implementation/sortings/two pointers
1304	B	Longest Palindrome	PROGRAMMING	1000.0	1100	brute force/constructive algorithms/greedy/implementation/strings
1301	C	Ayoub's function	PROGRAMMING	1250.0	1700	binary search/combinatorics/greedy/math/strings
1301	B	Motarack's Birthday	PROGRAMMING	1000.0	1500	binary search/greedy/ternary search
1303	D	Fill The Bag	PROGRAMMING	-1	1900	bitmasks/greedy
1303	C	Perfect Keyboard	PROGRAMMING	-1	1600	dfs and similar/greedy/implementation
1300	B	Assigning to Classes	PROGRAMMING	750.0	1000	greedy/implementation/sortings
1299	C	Water Balance	PROGRAMMING	1250.0	2100	data structures/geometry/greedy
1299	A	Anu Has a Function	PROGRAMMING	500.0	1500	brute force/greedy/math
1296	F	Berland Beauty	PROGRAMMING	-1	2100	constructive algorithms/dfs and similar/greedy/sortings/trees
1296	E1	String Coloring (easy version)	PROGRAMMING	-1	1800	constructive algorithms/dp/graphs/greedy/sortings
1296	D	Fight with Monsters	PROGRAMMING	-1	1500	greedy/sortings
1291	B	Array Sharpening	PROGRAMMING	1000.0	1300	greedy/implementation
1291	A	Even But Not Even	PROGRAMMING	500.0	900	greedy/math/strings
1295	C	Obtain The String	PROGRAMMING	-1	1600	dp/greedy/strings
1295	A	Display The Number	PROGRAMMING	-1	900	greedy
1294	F	Three Paths on a Tree	PROGRAMMING	-1	2000	dfs and similar/dp/greedy/trees
1294	E	Obtain a Permutation	PROGRAMMING	-1	1900	greedy/implementation/math
1294	D	MEX maximizing	PROGRAMMING	-1	1600	data structures/greedy/implementation/math
1294	C	Product of Three Numbers	PROGRAMMING	-1	1300	greedy/math/number theory
1293	B	JOE is on TV!	PROGRAMMING	750.0	1000	combinatorics/greedy/math
1292	E	Rin and The Unknown Flower	PROGRAMMING	2250.0	3500	constructive algorithms/greedy/interactive/math
1292	D	Chaotic V.	PROGRAMMING	1750.0	2700	dp/graphs/greedy/math/number theory/trees
1292	C	Xenon's Attack on the Gangs	PROGRAMMING	1250.0	2300	combinatorics/dfs and similar/dp/greedy/trees
1292	B	Aroma's Search	PROGRAMMING	750.0	1700	brute force/constructive algorithms/geometry/greedy/implementation
1285	D	Dr. Evil Underscores	PROGRAMMING	1750.0	1900	bitmasks/brute force/dfs and similar/divide and conquer/dp/greedy/strings/trees
1285	B	Just Eat It!	PROGRAMMING	1000.0	1300	dp/greedy/implementation
1287	A	Angry Students	PROGRAMMING	500.0	800	greedy/implementation
1286	B	Numbers on Tree	PROGRAMMING	1000.0	1800	constructive algorithms/data structures/dfs and similar/graphs/greedy/trees
1286	A	Garland	PROGRAMMING	500.0	1800	dp/greedy/sortings
1270	B	Interesting Subarray	PROGRAMMING	1000.0	1200	constructive algorithms/greedy/math
1270	A	Card Game	PROGRAMMING	500.0	800	games/greedy/math
1283	F	DIY Garland	PROGRAMMING	-1	2200	constructive algorithms/greedy/trees
1283	E	New Year Parties	PROGRAMMING	-1	1800	dp/greedy
1283	D	Christmas Trees	PROGRAMMING	-1	1800	graphs/greedy/shortest paths
1282	C	Petya and Exam	PROGRAMMING	1750.0	1800	greedy/sortings/two pointers
1282	B2	K for the Price of One (Hard Version)	PROGRAMMING	1000.0	1600	dp/greedy/sortings
1282	B1	K for the Price of One (Easy Version)	PROGRAMMING	500.0	1400	dp/greedy/sortings
1268	B	Domino for Young	PROGRAMMING	1000.0	2000	dp/greedy/math
1268	A	Long Beautiful Integer	PROGRAMMING	500.0	1700	constructive algorithms/greedy/implementation/strings
1278	C	Berry Jam	PROGRAMMING	-1	1700	data structures/dp/greedy/implementation
1278	B	A and B	PROGRAMMING	-1	1500	greedy/math
1266	E	Spaceship Solitaire	PROGRAMMING	2000.0	2100	data structures/greedy/implementation
1266	D	Decreasing Debts	PROGRAMMING	1750.0	2000	constructive algorithms/data structures/graphs/greedy/implementation/math/two pointers
1266	C	Diverse Matrix	PROGRAMMING	1250.0	1400	constructive algorithms/greedy/math/number theory
1271	D	Portals	PROGRAMMING	1750.0	2100	data structures/dp/greedy/implementation/sortings
1271	C	Shawarma Tent	PROGRAMMING	1250.0	1300	brute force/geometry/greedy/implementation
1271	B	Blocks	PROGRAMMING	1000.0	1300	greedy/math
1271	A	Suits	PROGRAMMING	500.0	800	brute force/greedy/math
1281	B	Azamon Web Services	PROGRAMMING	1250.0	1600	greedy
1280	D	Miss Punyverse	PROGRAMMING	1750.0	2500	dp/greedy/trees
1280	C	Jeremy Bearimy	PROGRAMMING	1500.0	2000	dfs and similar/graphs/greedy/trees
1276	C	Beautiful Rectangle	PROGRAMMING	1250.0	2300	brute force/combinatorics/constructive algorithms/data structures/greedy/math
1276	A	As Simple as One and Two	PROGRAMMING	500.0	1400	dp/greedy
1277	B	Make Them Odd	PROGRAMMING	1000.0	1200	greedy/number theory
1272	B	Snow Walking Robot	PROGRAMMING	-1	1200	constructive algorithms/greedy/implementation
